"account_id","loan_loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","acc_district_id","acc_frequency","day_before_loan","sum_amount","sum_amount_in","sum_amount_out","sum_out_household","sum_out_insurance","sum_in_interest_credited","sum_out_payment_for_statement","sum_out_sanction_interest_neg_bal","count_out_sanction_interest_neg_bal","count_monthly_payment_trans","current_monthly_payment_amount_out","current_monthly_payment_out_household","current_monthly_payment_out_insurance","current_monthly_payment_out_payment_for_statement","current_monthly_payment_in_interest_credited","sum_other_sum_amount","sum_other_sum_amount_in","sum_other_sum_amount_out","count_other_trans","latest_balance"
7262,6490,1997-02-10,73260,60,1221,"C",70,"monthly",164,2460.7,546.1,1914.6,1900,0,546.1,14.6,0,0,7,1914.6,1900,0,14.6,176.6,167326.5,98366.5,68960,14,28038
7274,6495,1998-03-12,49044,12,4087,"C",11,"monthly",165,10079.2,844,9235.2,9206,0,844,29.2,0,0,9,9220.6,9206,0,14.6,166.6,351972,192772,159200,13,25180.7
7401,6499,1994-01-05,80952,24,3373,"A",1,"monthly",313,37715.5,1297.9,36417.6,36330,0,1297.9,87.6,0,0,21,7280.6,7266,0,14.6,150.2,390923,227396,163527,33,28763.7
7418,6501,1996-04-29,30276,12,2523,"B",21,"monthly",388,123727.2,4410.4,119316.8,119200,0,4410.4,116.8,0,0,52,18514.6,18500,0,14.6,298.9,338853,239345,99508,40,24930.3
7424,6502,1997-12-08,30276,12,2523,"A",68,"monthly",498,101747.5,3809.1,97938.4,95438,2296,3809.1,204.4,0,0,57,6995.6,6817,164,14.6,393.2,1888162,1005069,883093,107,27846.6
7437,6508,1998-04-19,110736,48,2307,"C",19,"weekly",254,29728.3,1092.3,28636,27604,912,1092.3,120,0,0,20,7159,6901,228,30,107.6,232441,147290,85151,35,34595.1
7445,6509,1994-03-15,55368,24,2307,"A",64,"monthly",362,3763.6,3617.6,146,0,0,3617.6,146,0,0,32,14.6,0,0,14.6,93.3,849079,429011,420068,66,12414.4
7454,6512,1994-05-26,63312,48,1319,"A",4,"monthly",402,19678,1113.2,18564.8,18448,0,1113.2,116.8,0,0,28,2320.6,2306,0,14.6,110,145243,95624,49619,54,28553.5
7485,6520,1994-03-16,91200,24,3800,"A",39,"monthly",231,31738.8,858,30880.8,30837,0,858,43.8,0,0,13,10293.6,10279,0,14.6,117.9,328244,195491,132753,23,32715.3
7523,6526,1995-01-03,288468,36,8013,"A",63,"monthly",127,491.5,491.5,0,0,0,491.5,0,0,0,8,0,0,0,0,201.4,142349,95349,47000,9,48665.3
7542,6534,1997-10-19,590820,60,9847,"C",54,"monthly",521,46302,1930.8,44371.2,44196,0,1930.8,175.2,0,0,40,3697.6,3683,0,14.6,107.7,495436,284368,211068,71,30859.3
7546,6535,1995-11-02,41952,12,3496,"A",43,"monthly",425,41704.8,2458.8,39246,38610,490,2458.8,146,0,0,44,3924.6,3861,49,14.6,134.4,576788,319124,257664,61,24687.4
7559,6539,1998-07-11,12792,12,1066,"C",56,"monthly",413,38547.2,1407.8,37139.4,37008,0,1407.8,131.4,0,0,31,4126.6,4112,0,14.6,162.8,161052,117452,43600,47,38120.5
7562,6540,1995-12-31,309600,48,6450,"C",72,"weekly",348,2388,2208,180,0,0,2208,180,0,0,16,30,0,0,30,238.2,896166,464813,431353,40,35488.1
7565,6541,1997-08-17,153504,48,3198,"C",59,"monthly",502,89008.7,2396.5,86612.2,86437,0,2396.5,175.2,0,0,41,6663.6,6649,0,14.6,111.1,602067,356958,245109,70,27633.1
7594,6544,1997-12-11,130464,48,2718,"C",16,"monthly",664,64181.6,4217,59964.6,36832,22899,4217,233.6,0,0,68,3663.6,2302,1347,14.6,219.3,1498832,793754,705078,123,32928.2
7606,6545,1995-12-12,191880,60,3198,"C",21,"monthly",272,35982.7,1721.9,34260.8,34144,0,1721.9,116.8,0,0,25,4282.6,4268,0,14.6,280.2,1017914,564487,453427,62,78521
7607,6546,1995-03-27,31728,24,1322,"A",1,"monthly",568,86989.2,2504.8,84484.4,84280,0,2504.8,204.4,0,0,46,6034.6,6020,0,14.6,107.1,518262.5,316522.5,201740,71,32802.7
7614,6550,1996-05-18,320592,48,6679,"C",62,"monthly",465,3586.7,3440.7,146,0,0,3440.7,146,0,0,24,14.6,0,0,14.6,245.1,1217450,641652,575798,64,69148.6
7632,6552,1998-01-08,170448,48,3551,"C",68,"monthly",473,98822.2,2371.6,96450.6,96290,0,2371.6,160.6,0,0,36,9643.6,9629,0,14.6,170,606015,370875,235140,49,41656.1
7636,6553,1998-01-26,42384,12,3532,"C",40,"monthly",475,42855.1,2664.3,40190.8,40001,0,2664.3,189.8,0,0,41,3091.6,3077,0,14.6,205.5,1067843,564412,503431,91,23454.4
7637,6554,1997-01-29,390096,48,8127,"C",46,"monthly",163,524,524,0,0,0,524,0,0,0,4,0,0,0,0,192,223354,133554,89800,12,44278
7674,6562,1997-03-21,94488,24,3937,"C",1,"monthly",243,10600.2,1650.6,8949.6,8862,0,1650.6,87.6,0,0,20,1491.6,1477,0,14.6,277.9,758527,418255,340272,46,70683.9
7713,6568,1998-02-25,220440,60,3674,"C",50,"weekly",641,53544.9,2856.9,50688,50508,0,2856.9,180,0,0,30,8448,8418,0,30,95.2,500075,289654,210421,45,31401.9
7721,6569,1998-05-28,45456,12,3788,"C",13,"monthly",329,1857.8,1770.2,87.6,0,0,1770.2,87.6,0,0,16,14.6,0,0,14.6,176.2,495172,275295,219877,40,57100.5
7733,6571,1998-05-12,140064,24,5836,"C",19,"weekly",673,7061.1,6521.1,540,0,0,6521.1,540,0,0,40,30,0,0,30,359.7,1948481,1008187,940294,102,73904
7745,6574,1997-12-20,77544,36,2154,"C",2,"monthly",386,82860.8,1464,81396.8,81280,0,1464,116.8,0,0,27,10174.6,10160,0,14.6,92.2,609295,354989,254306,37,20750.2
7753,6577,1994-03-11,51696,24,2154,"A",74,"monthly",396,3052.5,2891.9,160.6,0,0,2891.9,160.6,0,0,24,14.6,0,0,14.6,126.9,1414877,725174,689703,78,38202.2
7765,6578,1995-12-11,27984,12,2332,"A",52,"weekly",519,85256.4,2816.4,82440,82170,0,2816.4,270,0,0,35,8247,8217,0,30,161.8,468752,283378,185374,41,18380.5
7769,6580,1994-05-22,196080,48,4085,"A",23,"monthly",231,1427.4,1354.4,73,0,0,1354.4,73,0,0,12,14.6,0,0,14.6,123.9,490780,288178,202602,35,86857.4
7795,6585,1996-10-29,372120,60,6202,"C",64,"monthly",663,5606.6,5314.6,292,0,0,5314.6,292,0,0,41,14.6,0,0,14.6,242.6,2605714,1323636,1282078,131,46580.5
7815,6589,1996-01-01,189696,24,7904,"A",19,"weekly",267,31528.2,1912.2,29616,11800,17576,1912.2,240,0,0,33,3702,1475,2197,30,210.9,999358,557847,441511,56,88662.1
7819,6591,1995-02-02,20832,48,434,"C",38,"monthly",550,44094.3,1652.9,42441.4,25389,16848,1652.9,204.4,0,0,58,3263.6,1953,1296,14.6,68.5,333265,195963,137302,93,17887.1
7824,6594,1994-09-28,189696,24,7904,"B",60,"monthly",134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,22500,0,5,22500
7844,6596,1994-06-25,91584,24,3816,"A",1,"monthly",211,997.4,968.2,29.2,0,0,968.2,29.2,0,0,8,14.6,0,0,14.6,185.2,464090,256497,207593,23,49842.9
7857,6598,1995-01-18,68112,12,5676,"A",75,"monthly",532,111767.9,3619.1,108148.8,106041,1918,3619.1,189.8,0,0,57,8308.6,8157,137,14.6,202.2,1343308,743627,599681,90,39416.1
7859,6599,1996-11-19,72120,12,6010,"A",52,"monthly",616,6442.9,6223.9,219,0,0,6223.9,219,0,0,34,14.6,0,0,14.6,326.5,1459999,776313,683686,68,98631.7
7861,6600,1995-10-08,21852,36,607,"A",34,"monthly",169,680,639.4,40.6,0,26,639.4,14.6,0,0,7,40.6,0,26,14.6,176.8,165500.5,103900.5,61600,11,42899.4
7890,6605,1997-10-14,79344,48,1653,"C",23,"monthly",567,66462.7,1698.3,64764.4,64560,0,1698.3,204.4,0,0,47,4318.6,4304,0,14.6,110.3,222070,157570,64500,58,30004.1
7894,6607,1997-10-21,153144,36,4254,"C",27,"monthly",560,90365.2,4077,86288.2,86040,0,4077,248.2,0,0,53,4794.6,4780,0,14.6,230.9,2008205,1074066,934139,118,57715.7
7907,6612,1997-08-31,97392,12,8116,"A",70,"monthly",400,65069.2,1653.2,63416,63270,0,1653.2,146,0,0,33,6341.6,6327,0,14.6,81.3,676381,379145,297236,48,20146.2
7926,6613,1996-09-22,84120,24,3505,"A",69,"weekly",105,651.9,621.9,30,0,0,621.9,30,0,0,4,30,0,0,30,294,279961,171661,108300,15,45528.9
7957,6621,1997-06-14,42900,12,3575,"A",51,"monthly",646,114797.8,3583,111214.8,110952,0,3583,262.8,0,0,57,6178.6,6164,0,14.6,255.2,1880823,1042802,838021,118,97149.3
7965,6624,1994-09-30,71460,12,5955,"A",55,"monthly",326,30797.9,1667.5,29130.4,29072,0,1667.5,58.4,0,0,16,7282.6,7268,0,14.6,160.3,417840,261012,156828,27,53022
7966,6625,1997-09-07,473280,60,7888,"D",54,"monthly",254,2195.5,2122.5,73,0,0,2122.5,73,0,0,19,14.6,0,0,14.6,325,391817,207831,183986,24,25908.9
7990,6632,1998-04-23,144960,48,3020,"C",9,"monthly",601,126903.6,4969.4,121934.2,121686,0,4969.4,248.2,0,0,53,7172.6,7158,0,14.6,217.8,1852538,999374,853164,93,29245
7997,6633,1998-02-05,160656,24,6694,"C",10,"monthly",651,4298.7,4021.3,277.4,0,0,4021.3,277.4,0,0,40,14.6,0,0,14.6,127.4,1770231,931065,839166,106,137843
8026,6641,1997-09-09,128268,36,3563,"C",36,"monthly",170,767,752.4,14.6,0,0,752.4,14.6,0,0,6,14.6,0,0,14.6,211.5,217386,132486,84900,12,48338.4
8027,6642,1994-06-05,77640,12,6470,"A",44,"weekly",333,2877.9,2697.9,180,0,0,2697.9,180,0,0,16,30,0,0,30,275.5,792470,410389,382081,44,30825.8
8038,6643,1998-01-18,35856,24,1494,"C",47,"monthly",519,66328.1,3572.9,62755.2,62580,0,3572.9,175.2,0,0,40,5229.6,5215,0,14.6,292.5,688076,412296,275780,55,77333.8
8039,6644,1996-10-20,93600,24,3900,"A",9,"monthly",308,23579.7,1996.3,21583.4,5370,16155,1996.3,58.4,0,0,24,4319.6,1074,3231,14.6,82.9,408523,227173,181350,31,26235.8
8041,6645,1994-11-06,140400,36,3900,"A",1,"monthly",392,2836.7,2763.7,73,0,0,2763.7,73,0,0,18,14.6,0,0,14.6,179.9,491781,258681,233100,27,28271.8
8051,6647,1994-06-01,208320,48,4340,"A",1,"weekly",479,3145.2,2815.2,330,0,0,2815.2,330,0,0,26,30,0,0,30,241.9,798782,420240,378542,59,44183.1
8073,6650,1994-02-17,49320,12,4110,"B",24,"after_transaction",167,4939.6,964.6,3975,3475,0,964.6,500,0,0,15,795,695,0,100,177.4,511930,265307,246623,34,15673.6
8085,6655,1997-10-17,260400,60,4340,"D",73,"monthly",557,17339.2,2464.2,14875,14656,0,2464.2,219,0,0,49,930.6,916,0,14.6,92.8,1233096,633281,599815,78,21054.8
8092,6659,1996-02-20,56100,60,935,"C",54,"monthly",405,57052.9,992.1,56060.8,55944,0,992.1,116.8,0,0,29,6230.6,6216,0,14.6,65.2,205196,137836,67360,39,15407.2
8094,6660,1997-05-09,220428,36,6123,"C",67,"monthly",166,6703.7,1024.1,5679.6,5665,0,1024.1,14.6,0,0,7,5679.6,5665,0,14.6,231.7,454144,253644,200500,13,48503.1
8114,6665,1997-08-15,99300,60,1655,"C",59,"monthly",671,110488,2995.8,107492.2,107244,0,2995.8,248.2,0,0,56,5972.6,5958,0,14.6,121.2,765520,451108,314412,88,35199.4
8127,6667,1996-07-15,155880,24,6495,"A",37,"monthly",641,137419,4305.4,133113.6,132880,0,4305.4,233.6,0,0,50,8319.6,8305,0,14.6,290.7,1600261,886817,713444,92,44564.6
8129,6668,1994-07-30,74736,36,2076,"A",45,"monthly",399,51373.5,1784.7,49588.8,49472,0,1784.7,116.8,0,0,28,6198.6,6184,0,14.6,158.4,497488,289268,208220,39,33243.7
8158,6675,1997-11-01,238716,36,6631,"C",48,"weekly",503,109543.2,4265.2,105278,104918,0,4265.2,360,0,0,39,9568,9538,0,30,316.2,1180204,682128,498076,67,83069.1
8159,6676,1995-06-13,29784,24,1241,"A",26,"monthly",125,297.2,297.2,0,0,0,297.2,0,0,0,3,0,0,0,0,128.9,83023,60323,22700,9,37920.3
8169,6677,1997-08-12,97980,60,1633,"C",29,"monthly",623,36658,2056.4,34601.6,34368,0,2056.4,233.6,0,0,52,2162.6,2148,0,14.6,89.8,465744,257164,208580,85,16038.7
8173,6678,1994-05-20,80340,12,6695,"A",11,"monthly",319,2698.7,2625.7,73,0,0,2625.7,73,0,0,14,14.6,0,0,14.6,342.4,801450,444120,357330,38,89342.6
8225,6682,1998-03-30,36204,12,3017,"D",50,"monthly",478,6320.2,6135.1,185.1,0,0,6135.1,160.6,24.5,3,59,32.6,0,0,14.6,80.2,642321,319601,322720,56,2830.7
8260,6686,1994-08-25,224604,36,6239,"A",31,"monthly",519,3580.7,3405.5,175.2,0,0,3405.5,175.2,0,0,28,14.6,0,0,14.6,161.9,1348435,692746,655689,65,40287.4
8261,6687,1993-09-13,87840,24,3660,"A",13,"monthly",124,1232.8,1232.8,0,0,0,1232.8,0,0,0,8,0,0,0,0,419,160215,101415,58800,9,43847.8
8268,6688,1997-09-26,8616,24,359,"C",59,"monthly",372,15991.3,1896.1,14095.2,13993,0,1896.1,102.2,0,0,36,2013.6,1999,0,14.6,187.4,298443,169913,128530,43,29184
8316,6694,1995-03-19,134784,24,5616,"A",70,"monthly",288,2984.9,2897.3,87.6,0,0,2897.3,87.6,0,0,23,14.6,0,0,14.6,166.2,510145,261777,248368,32,16218.7
8320,6695,1997-06-04,309660,60,5161,"C",51,"monthly",136,740.3,740.3,0,0,0,740.3,0,0,0,8,0,0,0,0,245.2,205868,124968,80900,9,44736.8
8321,6696,1994-05-09,89040,60,1484,"C",77,"monthly",392,59436.8,2977.4,56459.4,56328,0,2977.4,131.4,0,0,43,7055.6,7041,0,14.6,214,239948,161368,78580,44,29305.8
8327,6698,1996-03-10,247728,48,5161,"C",1,"weekly",215,14956.8,2554.8,12402,12312,0,2554.8,90,0,0,18,4134,4104,0,30,484.6,590647,326523,264124,32,52551.7
8330,6699,1994-03-30,7656,24,319,"A",48,"monthly",367,33091.4,3325.2,29766.2,29664,0,3325.2,102.2,0,0,37,3722.6,3708,0,14.6,336.8,488274,275534,212740,44,36353.1
8377,6704,1995-06-01,417060,60,6951,"C",29,"monthly",558,8324.5,3578.1,4746.4,4688,0,3578.1,58.4,0,0,27,1186.6,1172,0,14.6,659.7,774891,428519,346372,47,80978.7
8381,6705,1997-07-25,333648,48,6951,"D",14,"monthly",311,9004.1,3721.9,5282.2,5180,0,3721.9,102.2,0,0,32,754.6,740,0,14.6,495.8,1222170,661773,560397,65,99815.6
8405,6712,1995-10-14,266220,60,4437,"C",20,"monthly",522,52861.5,3884.3,48977.2,5330,43472,3884.3,175.2,0,0,70,3768.6,410,3344,14.6,321.3,750843,417048,333795,74,38159.6
8411,6715,1996-05-06,220620,60,3677,"C",20,"monthly",521,75249.8,5316,69933.8,69744,0,5316,189.8,0,0,59,5826.6,5812,0,14.6,218.5,735121,413084,322037,69,26428.9
8475,6721,1994-01-21,21072,24,878,"A",4,"monthly",135,453.1,453.1,0,0,0,453.1,0,0,0,6,0,0,0,0,193.8,47014,38714,8300,9,30867
8489,6725,1995-06-23,265320,36,7370,"A",19,"monthly",643,70329.5,4900.9,65428.6,65195,0,4900.9,233.6,0,0,73,3849.6,3835,0,14.6,218.5,718858,407338,311520,75,35289.8
8492,6726,1995-09-03,85860,60,1431,"C",2,"monthly",431,42643,2870,39773,39627,0,2870,146,0,0,47,4417.6,4403,0,14.6,317.3,281590,178930,102660,49,39366.8
8505,6727,1997-12-10,42840,12,3570,"A",70,"monthly",265,1864.2,1805.8,58.4,0,0,1805.8,58.4,0,0,20,14.6,0,0,14.6,255.9,262220,159120,103100,25,57767.4
8519,6729,1994-08-11,74688,12,6224,"A",23,"monthly",496,171402.6,6695.4,164707.2,164532,0,6695.4,175.2,0,0,56,13725.6,13711,0,14.6,443,1122365,654655,467710,56,28933.3
8523,6730,1998-02-15,93036,12,7753,"C",54,"monthly",447,5045.9,4899.9,146,0,0,4899.9,146,0,0,38,14.6,0,0,14.6,442.2,1492046,772380,719666,66,57467.8
8533,6732,1996-09-19,174048,48,3626,"C",47,"monthly",345,4313.7,4226.1,87.6,0,0,4226.1,87.6,0,0,22,14.6,0,0,14.6,476.7,927402,488702,438700,47,54140.4
8547,6734,1996-05-30,173016,36,4806,"C",14,"weekly",318,3971.9,3731.9,240,0,0,3731.9,240,0,0,26,30,0,0,30,543.1,1266892,675866,591026,68,88331.6
8558,6736,1994-06-14,288360,60,4806,"C",1,"after_transaction",107,176.4,176.4,0,0,0,176.4,0,0,0,4,0,0,0,0,154.6,85674,64474,21200,6,43450.3
8564,6737,1995-03-11,76680,24,3195,"A",68,"monthly",545,101809.1,8409.3,93399.8,93210,0,8409.3,189.8,0,0,60,7184.6,7170,0,14.6,408.3,1310674,711428,599246,83,27191.2
8566,6738,1994-09-29,230220,36,6395,"B",74,"monthly",356,6967.9,1766.8,5201.1,4995,0,1766.8,146,60.1,3,43,569.6,555,0,14.6,56.1,582518,296139,286379,39,6325.5
8625,6745,1995-04-10,47304,24,1971,"A",64,"monthly",516,121808.4,7475.4,114333,114114,0,7475.4,219,0,0,63,8165.6,8151,0,14.6,531.5,2194122,1181719,1012403,104,62458.3
8639,6746,1998-06-06,185640,60,3094,"C",46,"monthly",288,1665.3,1592.3,73,0,0,1592.3,73,0,0,23,14.6,0,0,14.6,165.9,338124,179086,159038,32,21519.2
8645,6748,1998-12-08,240900,60,4015,"C",60,"monthly",533,119144.5,3007.7,116136.8,115947,0,3007.7,189.8,0,0,60,8933.6,8919,0,14.6,211.6,486503,309723,176780,60,19813.8
8680,6751,1996-07-14,85716,36,2381,"C",17,"monthly",153,739,739,0,0,0,739,0,0,0,8,0,0,0,0,247.2,136178,85978,50200,11,36516.9
8688,6753,1997-03-20,67980,12,5665,"A",66,"monthly",118,444,444,0,0,0,444,0,0,0,6,0,0,0,0,199.7,104262,79762,24500,8,55705.9
8713,6755,1998-07-24,170700,60,2845,"C",53,"monthly",432,2691.3,2559.9,131.4,0,0,2559.9,131.4,0,0,35,14.6,0,0,14.6,221.4,545225,285085,260140,56,27372.9
8742,6758,1997-07-29,33144,12,2762,"A",70,"monthly",182,6830.2,658.6,6171.6,68,6089,658.6,14.6,0,0,13,6171.6,68,6089,14.6,239.8,173826,105516,68310,19,31693.2
8772,6763,1997-06-19,88272,48,1839,"C",1,"monthly",399,67721,1391.2,66329.8,66213,0,1391.2,116.8,0,0,41,7371.6,7357,0,14.6,61.6,259822,165922,93900,36,7083.3
8776,6764,1995-08-26,33984,48,708,"C",64,"monthly",367,2938.1,2835.9,102.2,0,0,2835.9,102.2,0,0,29,14.6,0,0,14.6,317.9,318932,180332,138600,41,44465.4
8784,6766,1998-04-28,74352,24,3098,"C",1,"monthly",559,98072.8,5622,92450.8,92261,0,5622,189.8,0,0,60,7111.6,7097,0,14.6,423.7,1297449,718523,578926,66,52767.8
8899,6785,1995-12-25,125340,60,2089,"C",1,"weekly",476,53700.4,5041.4,48659,48269,0,5041.4,390,0,0,54,3743,3713,0,30,358.4,1176507,619566,556941,73,19007
8919,6790,1998-06-08,76104,24,3171,"C",62,"monthly",340,2872.7,1608.5,1264.2,1162,0,1608.5,102.2,0,0,36,180.6,166,0,14.6,131.2,162672,94902,67770,45,27476
8926,6791,1998-01-23,566640,60,9444,"C",1,"monthly",308,32397.3,2000.3,30397,23472,6852,2000.3,73,0,0,35,5068.6,3912,1142,14.6,252.2,360663,209480,151183,42,29900.3
8931,6793,1997-01-30,186300,60,3105,"C",63,"weekly",395,20374,4363,16011,15741,0,4363,270,0,0,41,1779,1749,0,30,605.2,1512456,775184,737272,78,26264
8972,6805,1996-12-21,45024,48,938,"C",70,"monthly",214,15556.8,1370.6,14186.2,14157,0,1370.6,29.2,0,0,17,4733.6,4719,0,14.6,347.8,287856,169528,118328,22,38384.3
8982,6808,1994-10-12,227880,36,6330,"A",64,"monthly",382,3640.9,3480.3,160.6,0,0,3480.3,160.6,0,0,35,14.6,0,0,14.6,525.4,673373,361885,311488,48,53716.6
9006,6810,1996-06-08,186384,48,3883,"C",40,"weekly",645,96237,9358,86879,86279,0,9358,600,0,0,81,4571,4541,0,30,144,2174773,1136649,1038124,109,21033.8
9017,6816,1996-03-26,100224,48,2088,"D",70,"monthly",125,611.1,611.1,0,0,0,611.1,0,0,0,9,0,0,0,0,289.9,88176,59476,28700,9,31387.1
9024,6817,1996-10-04,70656,48,1472,"C",1,"monthly",273,27341,2188,25153,25080,0,2188,73,0,0,27,6284.6,6270,0,14.6,188.9,247641,146541,101100,26,22476.1
9030,6818,1996-12-12,155616,48,3242,"C",72,"monthly",691,53229.6,6400.8,46828.8,46566,0,6400.8,262.8,0,0,80,2601.6,2587,0,14.6,394.4,788878,445000,343878,92,60694.1
9031,6819,1997-05-03,50112,24,2088,"C",47,"monthly",108,637.9,637.9,0,0,0,637.9,0,0,0,7,0,0,0,0,442.1,163179,115579,47600,9,68616.8
9034,6820,1993-12-16,38148,12,3179,"A",1,"monthly",171,23737.1,795.5,22941.6,4697,18230,795.5,14.6,0,0,14,13826.6,4697,9115,14.6,290.8,218980,144426,74554,15,47725.8
9037,6821,1998-09-15,321936,48,6707,"C",1,"monthly",693,66822.8,5072,61750.8,61488,0,5072,262.8,0,0,80,3430.6,3416,0,14.6,402.1,684504,401850,282654,98,62516.8
9052,6824,1997-02-26,71976,24,2999,"D",43,"after_transaction",546,169739,4764.7,164974.3,163500,0,4764.7,1400,74.3,3,63,10900,10800,0,100,277.4,1171589,708587,463002,70,85375.5
9093,6836,1994-08-03,189300,60,3155,"C",47,"monthly",413,14757.8,2827.4,11930.4,11799,0,2827.4,131.4,0,0,44,1325.6,1311,0,14.6,180.9,506921,270288,236633,58,24552
9104,6841,1994-08-07,172080,48,3585,"A",10,"monthly",198,2229.3,2170.9,58.4,0,0,2170.9,58.4,0,0,17,14.6,0,0,14.6,406.6,475259,265678,209581,25,58209.4
9138,6851,1997-06-03,272220,60,4537,"D",26,"monthly",320,59167.2,1964.8,57202.4,57114,0,1964.8,87.6,0.8,2,33,9533.6,9519,0,14.6,25,398844,227831,171013,30,1580.3
9140,6852,1998-11-10,16032,48,334,"C",32,"monthly",449,95683.3,2281.3,93402,92640,616,2281.3,146,0,0,59,9334.6,9264,56,14.6,173.7,335535,228645,106890,62,30634
9153,6855,1998-03-01,52236,36,1451,"C",9,"monthly",444,53740.4,3174.4,50566,50420,0,3174.4,146,0,0,48,5071.2,5042,0,29.2,566.5,229865,157345,72520,53,37433.1
9156,6856,1998-12-01,163332,36,4537,"C",18,"monthly",443,2985.4,2897.8,87.6,0,0,2897.8,87.6,0,0,29,29.2,0,0,29.2,212.2,555191,285001,270190,37,17621
9159,6857,1998-06-08,69600,48,1450,"C",64,"monthly",675,134725.6,6266.8,128458.8,123642,4554,6266.8,262.8,0,0,97,7136.6,6869,253,14.6,368,650749,422075,228674,121,71208.5
9167,6859,1998-03-07,272220,60,4537,"C",56,"monthly",339,29836.9,2274.3,27562.6,24750,2725,2274.3,87.6,0,0,36,5509.6,4950,545,14.6,140.4,545885,304319,241566,44,37464.6
9179,6861,1998-02-28,215040,60,3584,"C",28,"monthly",403,2863.2,2746.4,116.8,0,0,2746.4,116.8,0,0,32,14.6,0,0,14.6,249.2,568682,302028,266654,50,38003.2
9188,6863,1993-07-28,127080,60,2118,"A",45,"monthly",170,8743,741,8002,7936,66,741,0,0,0,10,8002,7936,66,0,245.4,121276,74405,46871,14,20272.8
9199,6865,1996-09-11,29448,12,2454,"B",72,"monthly",119,319.6,319.6,0,0,0,319.6,0,0,0,4,0,0,0,0,188.3,90671,67071,23600,7,43790.6
9201,6866,1998-02-05,122472,24,5103,"C",69,"monthly",465,153059.5,4827.9,148231.6,148071,0,4827.9,160.6,0,0,52,13475.6,13461,0,14.6,287.2,1252995,712133,540862,60,27867.4
9208,6868,1998-10-12,82128,24,3422,"C",29,"monthly",506,5459.7,5284.5,175.2,0,0,5284.5,175.2,0,0,60,14.6,0,0,14.6,153.1,750717,391388,359329,61,37167.7
9225,6871,1997-04-13,164256,48,3422,"C",11,"monthly",468,3846.3,3700.3,146,0,0,3700.3,146,0,0,39,14.6,0,0,14.6,238.2,788017,403942,384075,59,23421.1
9227,6872,1998-04-29,191580,60,3193,"C",51,"monthly",176,4210.9,628.3,3582.6,3568,0,628.3,14.6,0,0,13,1798.6,1784,0,14.6,132.7,66477,43349,23128,17,17266.7
9235,6875,1997-03-13,83280,48,1735,"C",37,"monthly",628,5588.4,5354.8,233.6,0,0,5354.8,233.6,0,0,56,14.6,0,0,14.6,186.1,683685,359805,323880,83,41045.9
9236,6876,1993-12-21,86616,12,7218,"A",11,"monthly",125,376.2,376.2,0,0,0,376.2,0,0,0,6,0,0,0,0,176.5,79477,58177,21300,9,37253.1
9241,6877,1997-06-19,285240,60,4754,"C",74,"monthly",267,16713.6,2275.2,14438.4,14380,0,2275.2,58.4,0,0,24,3609.6,3595,0,14.6,358.3,500614,286320,214294,30,59862.7
9242,6878,1997-01-24,23184,12,1932,"A",57,"monthly",315,2315.2,2242.2,73,0,0,2242.2,73,0,0,23,14.6,0,0,14.6,319,154372,97352,57020,35,42501.4
9263,6887,1997-05-08,39576,12,3298,"A",68,"monthly",338,62047.3,2701.1,59346.2,59244,0,2701.1,102.2,0,0,35,9888.6,9874,0,14.6,169,399076,239180,159896,40,29753.3
9265,6888,1994-07-11,39576,12,3298,"A",1,"monthly",522,119547.6,5456.4,114091.2,113916,0,5456.4,175.2,0,0,56,9507.6,9493,0,14.6,251.3,832110,482323,349787,59,23901.1
9307,6895,1994-09-19,41904,12,3492,"A",68,"monthly",603,74331.8,4302.8,70029,69810,0,4302.8,219,0,0,67,4668.6,4654,0,14.6,419.6,886757,495844,390913,76,39204.7
9337,6903,1994-06-04,52128,24,2172,"A",30,"monthly",264,3465.5,3390.7,74.8,0,0,3390.7,73,1.8,6,37,14.6,0,0,14.6,317.7,424787,240158,184629,34,58844.8
9353,6908,1997-06-08,188616,24,7859,"C",59,"monthly",583,33382.8,2619,30763.8,30720,0,2619,43.8,0,0,28,10254.6,10240,0,14.6,514.2,457999,271678,186321,35,57226.7
9377,6913,1997-04-29,99936,24,4164,"C",1,"monthly",590,45319.3,6502.9,38816.4,38612,0,6502.9,204.4,0,0,63,2772.6,2758,0,14.6,517.7,1110458,616975,493483,89,91178.5
9403,6919,1994-08-05,120888,36,3358,"A",1,"weekly",496,41667.6,2577.6,39090,38700,0,2577.6,390,0,0,40,3255,3225,0,30,120,851237,469882,381355,56,52014.4
9422,6921,1996-10-29,86184,12,7182,"A",70,"monthly",237,2332.3,1967.5,364.8,321,0,1967.5,43.8,0,0,13,121.6,107,0,14.6,215.7,691659,366607,325052,29,43157.5
9424,6922,1997-08-26,83628,36,2323,"C",54,"monthly",239,810.6,766.8,43.8,0,0,766.8,43.8,0,0,10,14.6,0,0,14.6,121.2,219407,124956,94451,24,31228
9433,6923,1998-10-05,44640,24,1860,"C",59,"monthly",417,2196.5,2065.1,131.4,0,0,2065.1,131.4,0,0,22,14.6,0,0,14.6,160.8,451390,243750,207640,45,38043.6
